所属产品,所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段,关键词
Dyness API,Dyness Open API/工商业储能/运行模式,TC186 工商业运行模式-threePartyVppOperateMode=3,已获取访问凭证,"1. 调用 POST /v2/SetCommerceRunModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""collectorSn"": ""{{collectorSn}}"",
  ""operateMode"": ""0"",
  ""threePartyVppOperateMode"": ""3""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC186,工商业储能/运行模式,工商业"
Dyness API,Dyness Open API/工商业储能/峰谷时段,TC187 工商业峰谷时段-timeType=-1,已获取访问凭证,"1. 调用 POST /v2/SetCommercePeakValleyPeriodSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""electricityPriceTimeRanges"": [
    {
      ""startTime"": ""08:00"",
      ""price"": ""0.2"",
      ""priceGroup"": ""1"",
      ""timeType"": -1
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC187,工商业储能/峰谷时段,工商业"
Dyness API,Dyness Open API/工商业储能/峰谷时段,TC188 工商业峰谷时段-timeType=0,已获取访问凭证,"1. 调用 POST /v2/SetCommercePeakValleyPeriodSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""electricityPriceTimeRanges"": [
    {
      ""startTime"": ""08:00"",
      ""price"": ""0.2"",
      ""priceGroup"": ""1"",
      ""timeType"": 0
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC188,工商业储能/峰谷时段,工商业"
Dyness API,Dyness Open API/工商业储能/峰谷时段,TC189 工商业峰谷时段-timeType=1,已获取访问凭证,"1. 调用 POST /v2/SetCommercePeakValleyPeriodSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""electricityPriceTimeRanges"": [
    {
      ""startTime"": ""08:00"",
      ""price"": ""0.2"",
      ""priceGroup"": ""1"",
      ""timeType"": 1
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC189,工商业储能/峰谷时段,工商业"
Dyness API,Dyness Open API/工商业储能/峰谷时段,TC190 工商业峰谷时段-timeType=2,已获取访问凭证,"1. 调用 POST /v2/SetCommercePeakValleyPeriodSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""electricityPriceTimeRanges"": [
    {
      ""startTime"": ""08:00"",
      ""price"": ""0.2"",
      ""priceGroup"": ""1"",
      ""timeType"": 2
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC190,工商业储能/峰谷时段,工商业"
Dyness API,Dyness Open API/工商业储能/峰谷时段,TC191 工商业峰谷时段-timeType=3,已获取访问凭证,"1. 调用 POST /v2/SetCommercePeakValleyPeriodSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""electricityPriceTimeRanges"": [
    {
      ""startTime"": ""08:00"",
      ""price"": ""0.2"",
      ""priceGroup"": ""1"",
      ""timeType"": 3
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC191,工商业储能/峰谷时段,工商业"
Dyness API,Dyness Open API/工商业储能/系统设置,TC192 工商业系统设置-缺controlMode,已获取访问凭证,"1. 调用 POST /v2/SetCommerceSystemSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""collectorSn"": ""{{collectorSn}}"",
  ""controlWay"": ""2""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC192,工商业储能/系统设置,工商业"
Dyness API,Dyness Open API/工商业储能/系统设置,TC193 工商业系统设置-缺controlWay,已获取访问凭证,"1. 调用 POST /v2/SetCommerceSystemSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""collectorSn"": ""{{collectorSn}}"",
  ""controlMode"": ""1""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC193,工商业储能/系统设置,工商业"
Dyness API,Dyness Open API/工商业储能/系统设置,TC194 工商业系统设置-缺operateMode,已获取访问凭证,"1. 调用 POST /v2/SetCommerceSystemSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""collectorSn"": ""{{collectorSn}}"",
  ""controlMode"": ""1"",
  ""controlWay"": ""2""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC194,工商业储能/系统设置,工商业"
Dyness API,Dyness Open API/工商业储能/电池参数,TC195 工商业电池参数-缺socProtectEnable,已获取访问凭证,"1. 调用 POST /v2/SetCommerceBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""collectorSn"": ""{{collectorSn}}"",
  ""maxChargeEndSoc"": ""95""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC195,工商业储能/电池参数,工商业"
Dyness API,Dyness Open API/工商业储能/电池参数,TC196 工商业电池参数-缺maxChargeEndSoc,已获取访问凭证,"1. 调用 POST /v2/SetCommerceBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""collectorSn"": ""{{collectorSn}}"",
  ""socProtectEnable"": ""1""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC196,工商业储能/电池参数,工商业"
Dyness API,Dyness Open API/工商业储能/运行模式,TC197 工商业运行模式-缺operateMode,已获取访问凭证,"1. 调用 POST /v2/SetCommerceRunModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""collectorSn"": ""{{collectorSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC197,工商业储能/运行模式,工商业"
Dyness API,Dyness Open API/工商业储能/峰谷时段,TC198 工商业峰谷时段-缺electricityPriceTimeRanges,已获取访问凭证,"1. 调用 POST /v2/SetCommercePeakValleyPeriodSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC198,工商业储能/峰谷时段,工商业"
Dyness API,Dyness Open API/工商业储能/高级设置,TC199 工商业高级设置-缺reset或faultReset,已获取访问凭证,"1. 调用 POST /v2/SetCommerceAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""collectorSn"": ""{{collectorSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC199,工商业储能/高级设置,工商业"
Dyness API,Dyness Open API/工商业储能/系统设置,TC201 工商业系统设置-deviceSn含特殊字符,已获取访问凭证,"1. 调用 POST /v2/SetCommerceSystemSetting
2. 请求体：{
  ""deviceSn"": ""<script>alert(1)</script>"",
  ""collectorSn"": ""{{collectorSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC201,工商业储能/系统设置,工商业"
Dyness API,Dyness Open API/工商业储能/系统设置,TC202 工商业系统设置-deviceSn超长,已获取访问凭证,"1. 调用 POST /v2/SetCommerceSystemSetting
2. 请求体：{
  ""deviceSn"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX"",
  ""collectorSn"": ""{{collectorSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC202,工商业储能/系统设置,工商业"
Dyness API,Dyness Open API/工商业储能/系统设置,TC203 工商业系统设置-deviceSn含换行符,已获取访问凭证,"1. 调用 POST /v2/SetCommerceSystemSetting
2. 请求体：{
  ""deviceSn"": ""SN\n001"",
  ""collectorSn"": ""{{collectorSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC203,工商业储能/系统设置,工商业"
Dyness API,Dyness Open API/工商业储能/系统设置,TC204 工商业系统设置-deviceSn为布尔值,已获取访问凭证,"1. 调用 POST /v2/SetCommerceSystemSetting
2. 请求体：{
  ""deviceSn"": true,
  ""collectorSn"": ""{{collectorSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC204,工商业储能/系统设置,工商业"
Dyness API,Dyness Open API/电站中心/电站管理,TC001 Cygni-设备列表查询,已获取访问凭证,"1. 调用 POST /v2/GetDeviceList
2. 请求体：{
  ""pageNum"": 1,
  ""pageSize"": 200
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC001,电站中心/电站管理,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC002 Cygni-设备信息查询,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC002,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC003 Cygni-设备状态查询,已获取访问凭证,"1. 调用 POST /v2/GetStatusInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC003,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/电站中心/数据查询,TC004 Cygni-实时运行数据,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC004,电站中心/数据查询,Cygni"
Dyness API,Dyness Open API/电站中心/数据查询,TC005 Cygni-累计电量,已获取访问凭证,"1. 调用 POST /v2/GetTotalEnergyDataBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC005,电站中心/数据查询,Cygni"
Dyness API,Dyness Open API/电站中心/告警管理,TC006 Cygni-故障信息查询,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": 200
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC006,电站中心/告警管理,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC007 Cygni-并机信息查询,已获取访问凭证,"1. 调用 POST /v2/GetParallelInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC007,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC008 Cygni-安规国家查询,已获取访问凭证,"1. 调用 POST /v2/GetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC008,设备参数配置/安规国家设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC009 Cygni-工作模式查询,已获取访问凭证,"1. 调用 POST /v2/GetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC009,设备参数配置/工作模式设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC010 Cygni-电池参数查询,已获取访问凭证,"1. 调用 POST /v2/GetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC010,设备参数配置/电池参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC011 Cygni-负载控制查询,已获取访问凭证,"1. 调用 POST /v2/GetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC011,设备参数配置/负载控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC012 Cygni-峰值控制查询,已获取访问凭证,"1. 调用 POST /v2/GetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC012,设备参数配置/峰值控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC013 Cygni-高级参数查询,已获取访问凭证,"1. 调用 POST /v2/GetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC013,设备参数配置/高级参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC014 Cygni-发电机控制查询,已获取访问凭证,"1. 调用 POST /v2/GetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC014,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC015 Cygni-安规国家下发,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""safetyCountry"": ""43""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC015,设备参数配置/安规国家设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC016 Cygni-工作模式下发,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""3"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""startTime"": ""07:00"",
      ""endTime"": ""17:00"",
      ""power"": ""2000"",
      ""mode"": ""1"",
      ""week"": ""0,1,2,3,4"",
      ""dodState"": ""1"",
      ""dod"": ""30"",
      ""socMaxChargeState"": ""1"",
      ""batterySocMaxCharge"": ""90""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC016,设备参数配置/工作模式设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC017 Cygni-电池参数下发,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""onGridDischargeDod"": ""20"",
  ""offGridDischargeDod"": ""20"",
  ""batteryChargeLimit"": ""70"",
  ""batteryOffGridChargeLimit"": ""70""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC017,设备参数配置/电池参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC018 Cygni-负载控制下发,已获取访问凭证,"1. 调用 POST /v2/SetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""loadSwitch"": ""0"",
  ""forceCloseTime"": ""07:00-17:00"",
  ""relayCloseSoc"": ""70"",
  ""relayOpenSoc"": ""30"",
  ""forceCloseOffGridOnly"": ""0"",
  ""alwaysCloseOnGridMode"": ""0"",
  ""pvPowerThreshold"": ""100""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC018,设备参数配置/负载控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC019 Cygni-峰值控制下发,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""peakControlEnable"": ""0"",
  ""triggerSoc"": ""20"",
  ""timeRange"": ""17:00-22:00"",
  ""peakControlPower"": ""2000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC019,设备参数配置/峰值控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC020 Cygni-高级参数下发,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""powerLevelSetting"": ""1000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC020,设备参数配置/高级参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC021 Cygni-发电机控制下发,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""1"",
  ""timingModeSwitch"": ""1"",
  ""timingModeTimeRange"": ""08:00-12:00"",
  ""autoModeStartSoc"": ""30"",
  ""autoModeStopSoc"": ""80"",
  ""chargeSettingSwitch"": ""1"",
  ""batteryStartChargeSoc"": ""25"",
  ""batteryStopChargeSoc"": ""90"",
  ""chargePower"": ""2000"",
  ""generatorRatedPower"": ""5000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC021,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC101 Cygni-设备信息-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC101,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC102 Cygni-设备信息-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC102,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/电站中心/数据查询,TC103 Cygni-实时数据-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC103,电站中心/数据查询,Cygni"
Dyness API,Dyness Open API/电站中心/数据查询,TC104 Cygni-实时数据-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC104,电站中心/数据查询,Cygni"
